racename,riderposition,ridername,riderteam
Liège-Bastogne-Liège,500,NORSGAARD Mathias,Movistar Team
Liège-Bastogne-Liège,500,ARCAS Jorge,Movistar Team
Liège-Bastogne-Liège,500,GELDERS Gil,Soudal Quick-Step
Liège-Bastogne-Liège,500,MÜHLBERGER Gregor,Movistar Team
Liège-Bastogne-Liège,500,ERMAKOV Roman,Bahrain - Victorious
Liège-Bastogne-Liège,500,VADIC Baptiste,Team TotalEnergies
Liège-Bastogne-Liège,500,HUYS Laurens,Arkéa - B&B Hotels
Liège-Bastogne-Liège,500,BARGUIL Warren,Team Picnic PostNL
Liège-Bastogne-Liège,500,SERRY Pieter,Soudal Quick-Step
Liège-Bastogne-Liège,500,VERGAERDE Otto,Lidl - Trek
Liège-Bastogne-Liège,500,KUYPERS Gerben,Intermarché - Wanty
Liège-Bastogne-Liège,500,LAENGEN Vegard Stake,UAE Team Emirates - XRG
Liège-Bastogne-Liège,500,VERMEERSCH Florian,UAE Team Emirates - XRG
Liège-Bastogne-Liège,500,COMBAUD Romain,Team Picnic PostNL
Liège-Bastogne-Liège,500,LEIJNSE Enzo,Team Picnic PostNL
Liège-Bastogne-Liège,500,VERVAEKE Louis,Soudal Quick-Step
Liège-Bastogne-Liège,500,DONOVAN Mark,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,500,SCHELLING Ide,XDS Astana Team
Liège-Bastogne-Liège,500,VAN GILS Maxim,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,500,MOSCON Gianni,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,500,HEMING Miká,Tudor Pro Cycling Team
Liège-Bastogne-Liège,500,WEISS Fabian,Tudor Pro Cycling Team
Liège-Bastogne-Liège,500,WILLIAMS Stephen,Israel - Premier Tech
Liège-Bastogne-Liège,500,FOSS Tobias,INEOS Grenadiers
Liège-Bastogne-Liège,500,JUNGELS Bob,INEOS Grenadiers
Liège-Bastogne-Liège,500,VAN TRICHT Stan,Alpecin - Deceuninck
Liège-Bastogne-Liège,500,KUZMIN Anton,XDS Astana Team
Liège-Bastogne-Liège,500,VERMAERKE Kevin,Team Picnic PostNL
Liège-Bastogne-Liège,501,BENNETT George,Israel - Premier Tech
La Flèche Wallonne,1,POGAČAR Tadej,UAE Team Emirates - XRG
La Flèche Wallonne,2,VAUQUELIN Kévin,Arkéa - B&B Hotels
La Flèche Wallonne,3,PIDCOCK Thomas,Q36.5 Pro Cycling Team
La Flèche Wallonne,4,MARTINEZ Lenny,Bahrain - Victorious
La Flèche Wallonne,5,HEALY Ben,EF Education - EasyPost
La Flèche Wallonne,6,BUITRAGO Santiago,Bahrain - Victorious
La Flèche Wallonne,7,GRÉGOIRE Romain,Groupama - FDJ
La Flèche Wallonne,8,NYS Thibau,Lidl - Trek
La Flèche Wallonne,9,EVENEPOEL Remco,Soudal Quick-Step
La Flèche Wallonne,10,SCHMID Mauro,Team Jayco AlUla
La Flèche Wallonne,11,MARTIN Guillaume,Groupama - FDJ
La Flèche Wallonne,12,BENOOT Tiesj,Team Visma | Lease a Bike
La Flèche Wallonne,13,CHRISTEN Jan,UAE Team Emirates - XRG
La Flèche Wallonne,14,BLACKMORE Joseph,Israel - Premier Tech
La Flèche Wallonne,15,MCNULTY Brandon,UAE Team Emirates - XRG
La Flèche Wallonne,16,FORMOLO Davide,Movistar Team
La Flèche Wallonne,17,SHEFFIELD Magnus,INEOS Grenadiers
La Flèche Wallonne,18,TRONCHON Bastien,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,19,TULETT Ben,Team Visma | Lease a Bike
La Flèche Wallonne,20,LAURANCE Axel,INEOS Grenadiers
La Flèche Wallonne,21,CHAMPOUSSIN Clément,XDS Astana Team
La Flèche Wallonne,22,ALAPHILIPPE Julian,Tudor Pro Cycling Team
La Flèche Wallonne,23,SCARONI Christian,XDS Astana Team
La Flèche Wallonne,24,BARRÉ Louis,Intermarché - Wanty
La Flèche Wallonne,25,NORDHAGEN Jørgen,Team Visma | Lease a Bike
La Flèche Wallonne,26,MADOUAS Valentin,Groupama - FDJ
La Flèche Wallonne,27,HOLTER Ådne,Uno-X Mobility
La Flèche Wallonne,28,VELASCO Simone,XDS Astana Team
La Flèche Wallonne,29,VANSEVENANT Mauri,Soudal Quick-Step
La Flèche Wallonne,30,GLIVAR Gal,Alpecin - Deceuninck
La Flèche Wallonne,31,GARCÍA PIERNA Raúl,Arkéa - B&B Hotels
La Flèche Wallonne,32,MATTHEWS Michael,Team Jayco AlUla
La Flèche Wallonne,33,CAMPRUBÍ Marcel,Q36.5 Pro Cycling Team
La Flèche Wallonne,34,RYAN Archie,EF Education - EasyPost
La Flèche Wallonne,35,PACHER Quentin,Groupama - FDJ
La Flèche Wallonne,36,GENIETS Kevin,Groupama - FDJ
La Flèche Wallonne,37,O'CONNOR Ben,Team Jayco AlUla
La Flèche Wallonne,38,ZANA Filippo,Team Jayco AlUla
La Flèche Wallonne,39,VALTER Attila,Team Visma | Lease a Bike
La Flèche Wallonne,40,VERSTRYNGE Emiel,Alpecin - Deceuninck
La Flèche Wallonne,41,VAN EETVELT Lennert,Lotto
La Flèche Wallonne,42,ZAMBANINI Edoardo,Bahrain - Victorious
La Flèche Wallonne,43,VAN GILS Maxim,Red Bull - BORA - hansgrohe
La Flèche Wallonne,44,JUNGELS Bob,INEOS Grenadiers
La Flèche Wallonne,45,POWLESS Neilson,EF Education - EasyPost
La Flèche Wallonne,46,ARANBURU Alex,Cofidis
La Flèche Wallonne,47,MARTÍNEZ Daniel Felipe,Red Bull - BORA - hansgrohe
La Flèche Wallonne,48,GEENS Jonas,Team Flanders - Baloise
La Flèche Wallonne,49,HIRSCHI Marc,Tudor Pro Cycling Team
La Flèche Wallonne,50,GUERREIRO Ruben,Movistar Team
La Flèche Wallonne,51,LABROSSE Jordan,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,52,VADER Milan,Q36.5 Pro Cycling Team
La Flèche Wallonne,53,OLIVEIRA Nelson,Movistar Team
La Flèche Wallonne,54,BARGUIL Warren,Team Picnic PostNL
La Flèche Wallonne,55,ADRIÀ Roger,Red Bull - BORA - hansgrohe
La Flèche Wallonne,56,GODON Dorian,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,57,BILBAO Pello,Bahrain - Victorious
La Flèche Wallonne,58,DVERSNES Fredrik,Uno-X Mobility
La Flèche Wallonne,59,MONIQUET Sylvain,Cofidis
La Flèche Wallonne,60,VOISARD Yannis,Tudor Pro Cycling Team
La Flèche Wallonne,61,THOMPSON Reuben,Lotto
La Flèche Wallonne,62,CAVAGNA Rémi,Groupama - FDJ
La Flèche Wallonne,63,VAN HEMELEN Vincent,Team Flanders - Baloise
La Flèche Wallonne,64,KOERDT Bjorn,Team Picnic PostNL
La Flèche Wallonne,65,VERMOOTE Jelle,Wagner Bazin WB
La Flèche Wallonne,66,HATHERLY Alan,Team Jayco AlUla
La Flèche Wallonne,67,GREGAARD Jonas,Lotto
La Flèche Wallonne,68,ONLEY Oscar,Team Picnic PostNL
La Flèche Wallonne,69,LØLAND Sakarias Koller,Uno-X Mobility
La Flèche Wallonne,70,DELAPLACE Anthony,Arkéa - B&B Hotels
La Flèche Wallonne,71,ROULAND Louis,Arkéa - B&B Hotels
La Flèche Wallonne,72,HESSMANN Michel,Movistar Team
La Flèche Wallonne,73,LEKNESSUND Andreas,Uno-X Mobility
La Flèche Wallonne,74,LIVYNS Arjen,Lotto
La Flèche Wallonne,75,LEONARD Michael,INEOS Grenadiers
La Flèche Wallonne,76,SWEENY Harry,EF Education - EasyPost
La Flèche Wallonne,77,DONOVAN Mark,Q36.5 Pro Cycling Team
La Flèche Wallonne,78,BONNEU Kamiel,Intermarché - Wanty
La Flèche Wallonne,79,ULISSI Diego,XDS Astana Team
La Flèche Wallonne,80,MOSCON Gianni,Red Bull - BORA - hansgrohe
La Flèche Wallonne,81,SIVAKOV Pavel,UAE Team Emirates - XRG
La Flèche Wallonne,82,GROßSCHARTNER Felix,UAE Team Emirates - XRG
La Flèche Wallonne,83,MOLARD Rudy,Groupama - FDJ
La Flèche Wallonne,84,SCOTSON Callum,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,85,SCHULTZ Nick,Israel - Premier Tech
La Flèche Wallonne,86,VERVAEKE Louis,Soudal Quick-Step
La Flèche Wallonne,87,FOLDAGER Anders,Team Jayco AlUla
La Flèche Wallonne,88,BENNETT George,Israel - Premier Tech
La Flèche Wallonne,89,FOSS Tobias,INEOS Grenadiers
La Flèche Wallonne,90,LECERF Junior,Soudal Quick-Step
La Flèche Wallonne,91,KUYPERS Gerben,Intermarché - Wanty
La Flèche Wallonne,92,MARTINEZ Juan Guillermo,Team Picnic PostNL
La Flèche Wallonne,93,CHRISTEN Fabio,Q36.5 Pro Cycling Team
La Flèche Wallonne,94,GRAAT Tijmen,Team Visma | Lease a Bike
La Flèche Wallonne,95,KONRAD Patrick,Lidl - Trek
La Flèche Wallonne,96,MEENS Johan,Wagner Bazin WB
La Flèche Wallonne,97,VAN HAUTEGEM Leander,Wagner Bazin WB
La Flèche Wallonne,98,WEISS Fabian,Tudor Pro Cycling Team
La Flèche Wallonne,99,BAUDIN Alex,EF Education - EasyPost
La Flèche Wallonne,100,COMBAUD Romain,Team Picnic PostNL
La Flèche Wallonne,101,BAGIOLI Andrea,Lidl - Trek
La Flèche Wallonne,102,CURRIE Logan,Lotto
La Flèche Wallonne,103,CLYNHENS Toon,Team Flanders - Baloise
La Flèche Wallonne,104,DESAL Ceriel,Wagner Bazin WB
La Flèche Wallonne,105,SEPÚLVEDA Eduardo,Lotto
La Flèche Wallonne,106,WILKSCH Hannes,Tudor Pro Cycling Team
La Flèche Wallonne,107,PAASSCHENS Mathijs,Bahrain - Victorious
La Flèche Wallonne,108,SHMIDT Artem,INEOS Grenadiers
La Flèche Wallonne,500,WILLIAMS Stephen,Israel - Premier Tech
La Flèche Wallonne,500,CLARKE Simon,Israel - Premier Tech
La Flèche Wallonne,500,LUTSENKO Alexey,Israel - Premier Tech
La Flèche Wallonne,500,RAISBERG Nadav,Israel - Premier Tech
La Flèche Wallonne,500,LAENGEN Vegard Stake,UAE Team Emirates - XRG
La Flèche Wallonne,500,NOVAK Domen,UAE Team Emirates - XRG
La Flèche Wallonne,500,BRENNER Marco,Tudor Pro Cycling Team
La Flèche Wallonne,500,WIRTGEN Luc,Tudor Pro Cycling Team
La Flèche Wallonne,500,TEUNS Dylan,Cofidis
La Flèche Wallonne,500,FERRON Valentin,Cofidis
La Flèche Wallonne,500,HERRADA Jesús,Cofidis
La Flèche Wallonne,500,OURSELIN Paul,Cofidis
La Flèche Wallonne,500,ROBEET Ludovic,Cofidis
La Flèche Wallonne,500,EENKHOORN Pascal,Soudal Quick-Step
La Flèche Wallonne,500,SERRY Pieter,Soudal Quick-Step
La Flèche Wallonne,500,VAN WILDER Ilan,Soudal Quick-Step
La Flèche Wallonne,500,GUGLIELMI Simon,Arkéa - B&B Hotels
La Flèche Wallonne,500,HUYS Laurens,Arkéa - B&B Hotels
La Flèche Wallonne,500,LE BERRE Mathis,Arkéa - B&B Hotels
La Flèche Wallonne,500,HAJEK Alexander,Red Bull - BORA - hansgrohe
La Flèche Wallonne,500,KOCH Jonas,Red Bull - BORA - hansgrohe
La Flèche Wallonne,500,AZPARREN Xabier Mikel,Q36.5 Pro Cycling Team
La Flèche Wallonne,500,ZUKOWSKY Nickolas,Q36.5 Pro Cycling Team
La Flèche Wallonne,500,ERMAKOV Roman,Bahrain - Victorious
La Flèche Wallonne,500,STANNARD Robert,Bahrain - Victorious
La Flèche Wallonne,500,SKJELMOSE Mattias,Lidl - Trek
La Flèche Wallonne,500,BERNARD Julien,Lidl - Trek
La Flèche Wallonne,500,MOSCA Jacopo,Lidl - Trek
La Flèche Wallonne,500,VERGAERDE Otto,Lidl - Trek
La Flèche Wallonne,500,BERTHET Clément,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,500,GAUTHERAT Pierre,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,500,ISIDORE Noa,Decathlon AG2R La Mondiale Team
La Flèche Wallonne,500,CORT Magnus,Uno-X Mobility
La Flèche Wallonne,500,URIANSTAD BUGGE Martin,Uno-X Mobility
La Flèche Wallonne,500,JOHANNESSEN Anders Halland,Uno-X Mobility
La Flèche Wallonne,500,VAN BELLE Loe,Team Visma | Lease a Bike
La Flèche Wallonne,500,VAN DER SANDE Tosh,Team Visma | Lease a Bike
La Flèche Wallonne,500,CONCI Nicola,XDS Astana Team
La Flèche Wallonne,500,KUZMIN Anton,XDS Astana Team
La Flèche Wallonne,500,SCHELLING Ide,XDS Astana Team
La Flèche Wallonne,500,BATTISTELLA Samuele,EF Education - EasyPost
La Flèche Wallonne,500,HONORÉ Mikkel Frølich,EF Education - EasyPost
La Flèche Wallonne,500,LANGELLOTTI Victor,INEOS Grenadiers
La Flèche Wallonne,500,HERMANS Quinten,Alpecin - Deceuninck
La Flèche Wallonne,500,BAYER Tobias,Alpecin - Deceuninck
La Flèche Wallonne,500,DEBRUYNE Ramses,Alpecin - Deceuninck
La Flèche Wallonne,500,MEURISSE Xandro,Alpecin - Deceuninck
La Flèche Wallonne,500,RIESEBEEK Oscar,Alpecin - Deceuninck
La Flèche Wallonne,500,ROOSEN Timo,Team Picnic PostNL
La Flèche Wallonne,500,VERMAERKE Kevin,Team Picnic PostNL
La Flèche Wallonne,500,MAS Enric,Movistar Team
La Flèche Wallonne,500,ARCAS Jorge,Movistar Team
La Flèche Wallonne,500,MÜHLBERGER Gregor,Movistar Team
La Flèche Wallonne,500,DE TIER Floris,Wagner Bazin WB
La Flèche Wallonne,500,DE MEESTER Luca,Wagner Bazin WB
La Flèche Wallonne,500,VLIEGEN Loïc,Wagner Bazin WB
La Flèche Wallonne,500,DRIZNERS Jarrad,Lotto
La Flèche Wallonne,500,HEPBURN Michael,Team Jayco AlUla
La Flèche Wallonne,500,DE POOTER Dries,Intermarché - Wanty
La Flèche Wallonne,500,KAMP Alexander,Intermarché - Wanty
La Flèche Wallonne,500,PAQUOT Tom,Intermarché - Wanty
La Flèche Wallonne,500,VAN BOVEN Luca,Intermarché - Wanty
La Flèche Wallonne,500,DE VYLDER Lindsay,Team Flanders - Baloise
La Flèche Wallonne,500,DEWEIRDT Siebe,Team Flanders - Baloise
La Flèche Wallonne,500,VANHOOF Ward,Team Flanders - Baloise
La Flèche Wallonne,500,VERCOUILLIE Victor,Team Flanders - Baloise
La Flèche Wallonne,501,FISHER-BLACK Finn,Red Bull - BORA - hansgrohe
Amstel Gold Race,1,SKJELMOSE Mattias,Lidl - Trek
Amstel Gold Race,2,POGAČAR Tadej,UAE Team Emirates - XRG
Amstel Gold Race,3,EVENEPOEL Remco,Soudal Quick-Step
Amstel Gold Race,4,VAN AERT Wout,Team Visma | Lease a Bike
Amstel Gold Race,5,MATTHEWS Michael,Team Jayco AlUla
Amstel Gold Race,6,BARRÉ Louis,Intermarché - Wanty
Amstel Gold Race,7,GRÉGOIRE Romain,Groupama - FDJ
Amstel Gold Race,8,BENOOT Tiesj,Team Visma | Lease a Bike
Amstel Gold Race,9,PIDCOCK Thomas,Q36.5 Pro Cycling Team
Amstel Gold Race,10,HEALY Ben,EF Education - EasyPost
Amstel Gold Race,11,MCNULTY Brandon,UAE Team Emirates - XRG
Amstel Gold Race,12,NYS Thibau,Lidl - Trek
Amstel Gold Race,13,POWLESS Neilson,EF Education - EasyPost
Amstel Gold Race,14,BLACKMORE Joseph,Israel - Premier Tech
Amstel Gold Race,15,SCHMID Mauro,Team Jayco AlUla
Amstel Gold Race,16,HERMANS Quinten,Alpecin - Deceuninck
Amstel Gold Race,17,LUTSENKO Alexey,Israel - Premier Tech
Amstel Gold Race,18,KAMP Alexander,Intermarché - Wanty
Amstel Gold Race,19,MADOUAS Valentin,Groupama - FDJ
Amstel Gold Race,20,ALAPHILIPPE Julian,Tudor Pro Cycling Team
Amstel Gold Race,21,TULETT Ben,Team Visma | Lease a Bike
Amstel Gold Race,22,VALTER Attila,Team Visma | Lease a Bike
Amstel Gold Race,23,DELETTRE Alexandre,Team TotalEnergies
Amstel Gold Race,24,BURGAUDEAU Mathieu,Team TotalEnergies
Amstel Gold Race,25,BILBAO Pello,Bahrain - Victorious
Amstel Gold Race,26,VAN DEN BROEK Frank,Team Picnic PostNL
Amstel Gold Race,27,FORMOLO Davide,Movistar Team
Amstel Gold Race,28,LEKNESSUND Andreas,Uno-X Mobility
Amstel Gold Race,29,BUITRAGO Santiago,Bahrain - Victorious
Amstel Gold Race,30,BARGUIL Warren,Team Picnic PostNL
Amstel Gold Race,31,ZIMMERMANN Georg,Intermarché - Wanty
Amstel Gold Race,32,DVERSNES Fredrik,Uno-X Mobility
Amstel Gold Race,33,PACHER Quentin,Groupama - FDJ
Amstel Gold Race,34,CONCI Nicola,XDS Astana Team
Amstel Gold Race,35,MÜHLBERGER Gregor,Movistar Team
Amstel Gold Race,36,BAGIOLI Andrea,Lidl - Trek
Amstel Gold Race,37,VADER Milan,Q36.5 Pro Cycling Team
Amstel Gold Race,38,TRONCHON Bastien,Decathlon AG2R La Mondiale Team
Amstel Gold Race,39,SKUJIŅŠ Toms,Lidl - Trek
Amstel Gold Race,40,HIRSCHI Marc,Tudor Pro Cycling Team
Amstel Gold Race,41,KONRAD Patrick,Lidl - Trek
Amstel Gold Race,42,VANSEVENANT Mauri,Soudal Quick-Step
Amstel Gold Race,43,GENIETS Kevin,Groupama - FDJ
Amstel Gold Race,44,GODON Dorian,Decathlon AG2R La Mondiale Team
Amstel Gold Race,45,ZAMBANINI Edoardo,Bahrain - Victorious
Amstel Gold Race,46,TEUNS Dylan,Cofidis
Amstel Gold Race,47,LOOCKX Lander,Unibet Tietema Rockets
Amstel Gold Race,48,BAUDIN Alex,EF Education - EasyPost
Amstel Gold Race,49,LAURANCE Axel,INEOS Grenadiers
Amstel Gold Race,50,VELASCO Simone,XDS Astana Team
Amstel Gold Race,51,SHEFFIELD Magnus,INEOS Grenadiers
Amstel Gold Race,52,MEURISSE Xandro,Alpecin - Deceuninck
Amstel Gold Race,53,SCHACHMANN Maximilian,Soudal Quick-Step
Amstel Gold Race,54,VAN WILDER Ilan,Soudal Quick-Step
Amstel Gold Race,55,SIVAKOV Pavel,UAE Team Emirates - XRG
Amstel Gold Race,56,THOMPSON Reuben,Lotto
Amstel Gold Race,57,DUJARDIN Sandy,Team TotalEnergies
Amstel Gold Race,58,VERVAEKE Louis,Soudal Quick-Step
Amstel Gold Race,59,FOLDAGER Anders,Team Jayco AlUla
Amstel Gold Race,60,LE BERRE Mathis,Arkéa - B&B Hotels
Amstel Gold Race,61,DE VRIES Hartthijs,Unibet Tietema Rockets
Amstel Gold Race,62,HOLTER Ådne,Uno-X Mobility
Amstel Gold Race,63,SHMIDT Artem,INEOS Grenadiers
Amstel Gold Race,64,CLARKE Simon,Israel - Premier Tech
Amstel Gold Race,65,STRONG Corbin,Israel - Premier Tech
Amstel Gold Race,66,DELAPLACE Anthony,Arkéa - B&B Hotels
Amstel Gold Race,67,TOUZÉ Damien,Cofidis
Amstel Gold Race,68,GROßSCHARTNER Felix,UAE Team Emirates - XRG
Amstel Gold Race,69,CAVAGNA Rémi,Groupama - FDJ
Amstel Gold Race,70,BATTISTELLA Samuele,EF Education - EasyPost
Amstel Gold Race,71,LANGELLOTTI Victor,INEOS Grenadiers
Amstel Gold Race,72,VAN DIJKE Mick,Red Bull - BORA - hansgrohe
Amstel Gold Race,73,VAN BAARLE Dylan,Team Visma | Lease a Bike
Amstel Gold Race,74,VAN BOVEN Luca,Intermarché - Wanty
Amstel Gold Race,75,VERSTRYNGE Emiel,Alpecin - Deceuninck
Amstel Gold Race,76,GLIVAR Gal,Alpecin - Deceuninck
Amstel Gold Race,77,LIVYNS Arjen,Lotto
Amstel Gold Race,78,KOPECKÝ Tomáš,Unibet Tietema Rockets
Amstel Gold Race,79,BONNEU Kamiel,Intermarché - Wanty
Amstel Gold Race,500,OLIVEIRA Nelson,Movistar Team
Amstel Gold Race,500,WILKSCH Hannes,Tudor Pro Cycling Team
Amstel Gold Race,500,CHAMPOUSSIN Clément,XDS Astana Team
Amstel Gold Race,500,SCARONI Christian,XDS Astana Team
Amstel Gold Race,500,WELLENS Tim,UAE Team Emirates - XRG
Amstel Gold Race,500,GAMPER Patrick,Team Jayco AlUla
Amstel Gold Race,500,REINDERINK Pepijn,Soudal Quick-Step
Amstel Gold Race,500,EENKHOORN Pascal,Soudal Quick-Step
Amstel Gold Race,500,HAJEK Alexander,Red Bull - BORA - hansgrohe
Amstel Gold Race,500,LEIJNSE Enzo,Team Picnic PostNL
Amstel Gold Race,500,JUNGELS Bob,INEOS Grenadiers
Amstel Gold Race,500,FRAILE Omar,INEOS Grenadiers
Amstel Gold Race,500,DE POOTER Dries,Intermarché - Wanty
Amstel Gold Race,500,VERGAERDE Otto,Lidl - Trek
Amstel Gold Race,500,SIMMONS Quinn,Lidl - Trek
Amstel Gold Race,500,TESFATSION Natnael,Movistar Team
Amstel Gold Race,500,HESSMANN Michel,Movistar Team
Amstel Gold Race,500,VAN DEN BERG Marijn,EF Education - EasyPost
Amstel Gold Race,500,KOCH Jonas,Red Bull - BORA - hansgrohe
Amstel Gold Race,500,GAUTHERAT Pierre,Decathlon AG2R La Mondiale Team
Amstel Gold Race,500,ADRIÀ Roger,Red Bull - BORA - hansgrohe
Amstel Gold Race,500,VAN GILS Maxim,Red Bull - BORA - hansgrohe
Amstel Gold Race,500,ZANA Filippo,Team Jayco AlUla
Amstel Gold Race,500,O'CONNOR Ben,Team Jayco AlUla
Amstel Gold Race,500,HATHERLY Alan,Team Jayco AlUla
Amstel Gold Race,500,VERMAERKE Kevin,Team Picnic PostNL
Amstel Gold Race,500,ROOSEN Timo,Team Picnic PostNL
Amstel Gold Race,500,FLYNN Sean,Team Picnic PostNL
Amstel Gold Race,500,FISHER-BLACK Finn,Red Bull - BORA - hansgrohe
Amstel Gold Race,500,GUERREIRO Ruben,Movistar Team
Amstel Gold Race,500,GRONDIN Donavan,Arkéa - B&B Hotels
Amstel Gold Race,500,VADIC Baptiste,Team TotalEnergies
Amstel Gold Race,500,BOULAHOITE Rayan,Team TotalEnergies
Amstel Gold Race,500,MERIS Sergio,Unibet Tietema Rockets
Amstel Gold Race,500,JOHANNINK Jelle,Unibet Tietema Rockets
Amstel Gold Race,500,SCHULTZ Nick,Israel - Premier Tech
Amstel Gold Race,500,RAISBERG Nadav,Israel - Premier Tech
Amstel Gold Race,500,VANDENABEELE Henri,Lotto
Amstel Gold Race,500,GREGAARD Jonas,Lotto
Amstel Gold Race,500,JACOBS Johan,Groupama - FDJ
Amstel Gold Race,500,URIANSTAD BUGGE Martin,Uno-X Mobility
Amstel Gold Race,500,NOVAK Domen,UAE Team Emirates - XRG
Amstel Gold Race,500,VAUQUELIN Kévin,Arkéa - B&B Hotels
Amstel Gold Race,500,GUGLIELMI Simon,Arkéa - B&B Hotels
Amstel Gold Race,500,PAASSCHENS Mathijs,Bahrain - Victorious
Amstel Gold Race,500,STANNARD Robert,Bahrain - Victorious
Amstel Gold Race,500,WRIGHT Fred,Bahrain - Victorious
Amstel Gold Race,500,BURATTI Nicolò,Bahrain - Victorious
Amstel Gold Race,500,ROBEET Ludovic,Cofidis
Amstel Gold Race,500,LABROSSE Jordan,Decathlon AG2R La Mondiale Team
Amstel Gold Race,500,ISIDORE Noa,Decathlon AG2R La Mondiale Team
Amstel Gold Race,500,FREDHEIM Stian,Uno-X Mobility
Amstel Gold Race,500,MAISONOBE Sam,Cofidis
Amstel Gold Race,500,COMBAUD Romain,Team Picnic PostNL
Amstel Gold Race,500,BLUME LEVY William,Uno-X Mobility
Amstel Gold Race,500,VERMEERSCH Gianni,Alpecin - Deceuninck
Amstel Gold Race,500,UHLIG Henri,Alpecin - Deceuninck
Amstel Gold Race,500,RIESEBEEK Oscar,Alpecin - Deceuninck
Amstel Gold Race,500,GUERNALEC Victor,Arkéa - B&B Hotels
Amstel Gold Race,500,HUYS Laurens,Arkéa - B&B Hotels
Amstel Gold Race,500,MAAS Jan,Cofidis
Amstel Gold Race,500,BEULLENS Cedric,Lotto
Amstel Gold Race,500,ARANBURU Alex,Cofidis
Amstel Gold Race,500,CURRIE Logan,Lotto
Amstel Gold Race,500,NAESEN Oliver,Decathlon AG2R La Mondiale Team
Amstel Gold Race,500,DE PESTEL Sander,Decathlon AG2R La Mondiale Team
Amstel Gold Race,500,SWEENY Harry,EF Education - EasyPost
Amstel Gold Race,500,ALBANESE Vincenzo,EF Education - EasyPost
Amstel Gold Race,500,BARTHE Cyril,Groupama - FDJ
Amstel Gold Race,500,FOSS Tobias,INEOS Grenadiers
Amstel Gold Race,500,ROTA Lorenzo,Intermarché - Wanty
Amstel Gold Race,500,SERRANO Gonzalo,Movistar Team
Amstel Gold Race,500,TURGIS Anthony,Team TotalEnergies
Amstel Gold Race,500,FERRON Valentin,Cofidis
Amstel Gold Race,500,LIEPIŅŠ Emīls,Q36.5 Pro Cycling Team
Amstel Gold Race,500,NARVÁEZ Jhonatan,UAE Team Emirates - XRG
Amstel Gold Race,500,VAN BEKKUM Darren,XDS Astana Team
Amstel Gold Race,500,SCHELLING Ide,XDS Astana Team
Amstel Gold Race,500,MASNADA Fausto,XDS Astana Team
Amstel Gold Race,500,VAN DER SANDE Tosh,Team Visma | Lease a Bike
Amstel Gold Race,500,MCLAY Daniel,Team Visma | Lease a Bike
Amstel Gold Race,500,TRENTIN Matteo,Tudor Pro Cycling Team
Amstel Gold Race,500,WIRTGEN Luc,Tudor Pro Cycling Team
Amstel Gold Race,500,RESELL Erik Nordsæter,Uno-X Mobility
Amstel Gold Race,500,WEISS Fabian,Tudor Pro Cycling Team
Amstel Gold Race,500,VAN DIJKE Tim,Red Bull - BORA - hansgrohe
Amstel Gold Race,500,DONOVAN Mark,Q36.5 Pro Cycling Team
Amstel Gold Race,500,CHRISTEN Fabio,Q36.5 Pro Cycling Team
Amstel Gold Race,500,AZPARREN Xabier Mikel,Q36.5 Pro Cycling Team
Amstel Gold Race,500,ZUKOWSKY Nickolas,Q36.5 Pro Cycling Team
Amstel Gold Race,500,RETAILLEAU Valentin,Team TotalEnergies
Amstel Gold Race,500,KUBIŠ Lukáš,Unibet Tietema Rockets
Amstel Gold Race,500,BLOEM Joren,Unibet Tietema Rockets
Amstel Gold Race,500,SHEEHAN Riley,Israel - Premier Tech
Amstel Gold Race,500,DRIZNERS Jarrad,Lotto
Amstel Gold Race,500,MAYRHOFER Marius,Tudor Pro Cycling Team
Paris-Roubaix,1,VAN DER POEL Mathieu,Alpecin - Deceuninck
Paris-Roubaix,2,POGAČAR Tadej,UAE Team Emirates - XRG
Paris-Roubaix,3,PEDERSEN Mads,Lidl - Trek
Paris-Roubaix,4,VAN AERT Wout,Team Visma | Lease a Bike
Paris-Roubaix,5,VERMEERSCH Florian,UAE Team Emirates - XRG
Paris-Roubaix,6,RUTSCH Jonas,Intermarché - Wanty
Paris-Roubaix,7,BISSEGGER Stefan,Decathlon AG2R La Mondiale Team
Paris-Roubaix,8,HOELGAARD Markus,Uno-X Mobility
Paris-Roubaix,9,WRIGHT Fred,Bahrain - Victorious
Paris-Roubaix,10,REX Laurenz,Intermarché - Wanty
Paris-Roubaix,11,PHILIPSEN Jasper,Alpecin - Deceuninck
Paris-Roubaix,12,HALLER Marco,Tudor Pro Cycling Team
Paris-Roubaix,13,GANNA Filippo,INEOS Grenadiers
Paris-Roubaix,14,MIHKELS Madis,EF Education - EasyPost
Paris-Roubaix,15,GIRMAY Biniam,Intermarché - Wanty
Paris-Roubaix,16,TEUNISSEN Mike,XDS Astana Team
Paris-Roubaix,17,HOOLE Daan,Lidl - Trek
